command,mean,stddev,median,user,system,min,max
./install/check_elimination-original.out,0.0007486435139375631,0.0001900190945339206,0.0006892063799999997,0.00021017869083585143,0.0003371291641490437,0.00048141437999999967,0.0019902893799999995
