command,mean,stddev,median,user,system,min,max
./install/global_1d_array-transformed.out,0.0009050614218065887,0.0003225359613898861,0.0008137601200000001,0.0002975733475026565,0.00037145849096705577,0.0006012601200000001,0.005745719120000001
