command,mean,stddev,median,user,system,min,max
./install/bfs-original.out,0.0007473751006652799,0.0001720540604201908,0.0006921648199999999,0.00022962557172557195,0.00030845829521829497,0.0004797483199999999,0.0020438313200000003
