command,mean,stddev,median,user,system,min,max
./install/check_modification-transformed.out,0.0008587648880000006,0.00019418752761229705,0.0007991346400000009,0.0002784090000000008,0.00035512299999999983,0.0005804471400000007,0.002758948140000001
