command,mean,stddev,median,user,system,min,max
./install/global_1d_array-transformed.out,0.0006646079232634026,0.00031926473628129026,0.0005687555199999997,0.00027504671328671326,0.00028626829836829833,0.00017892201999999968,0.00217538002
