command,mean,stddev,median,user,system,min,max
./install/bfs-original.out,0.0008053027463879213,0.0002107438092744065,0.0007365312399999998,0.0002375477816492455,0.00035702427409988385,0.0004983232400000001,0.0018931142400000003
