command,mean,stddev,median,user,system,min,max
./install/check_modification-original.out,0.0008956480289097302,0.0002574498842424447,0.0008139742200000003,0.00023400286049237963,0.00040390257913247346,0.00042980722000000035,0.0020287662200000004
