command,mean,stddev,median,user,system,min,max
./install/check_elimination-transformed.out,0.000881130141033209,0.0002753282758271383,0.0007797618199999997,0.0002894195079950803,0.0003709415498154985,0.0005004288199999996,0.0023792208199999994
