command,mean,stddev,median,user,system,min,max
./install/global_1d_array-original.out,0.000814203063928572,0.00032825080363162884,0.0007550766800000005,0.0002356416836734692,0.0003585871938775513,0.0002535561800000004,0.0020199731800000006
