command,mean,stddev,median,user,system,min,max
./install/check_modification-transformed.out,0.0010344729244805985,0.0002677514526493501,0.0009597723399999997,0.0003076935919899873,0.00043285814768460624,0.0005884383399999997,0.00205827134
